2,L,562,120,B
26,L,562,120,B
70,L,562,120,R
95,L,562,120,B
120,L,562,120,B
144,L,562,120,R
170,L,562,120,B
200,L,562,120,R
225,L,562,120,B
250,L,562,120,B
276,L,562,120,R
300,L,562,120,R
337,L,562,120,B
361,L,562,120,B
390,L,562,120,R
418,L,562,120,B
455,L,562,120,B
480,L,562,120,B
7,R,562,120,R
36,R,562,120,B
60,R,562,120,B
90,R,562,120,B
115,R,562,120,B
158,R,562,120,B
190,R,562,120,B
231,R,562,120,R
264,R,562,120,R
305,R,562,120,B
332,R,562,120,R
379,R,562,120,B
412,R,562,120,R
441,R,562,120,B
470,R,562,120,B
501,R,562,120,B
537,R,562,120,R
570,R,562,120,B
