2,L,400,150,B
15,L,400,150,R
26,L,400,150,B
38,L,400,150,B
70,L,400,150,R
81,L,400,150,B
95,L,400,150,B
106,L,400,150,R
120,L,400,150,B
133,L,400,150,R
144,L,400,150,R
159,L,400,150,B
170,L,400,150,B
184,L,400,150,R
200,L,400,150,B
211,L,400,150,B
225,L,400,150,B
238,L,400,150,R
250,L,400,150,B
261,L,400,150,B
276,L,400,150,R
287,L,400,150,B
300,L,400,150,R
320,L,400,150,B
337,L,400,150,B
350,L,400,150,B
361,L,400,150,B
378,L,400,150,B
390,L,400,150,B
402,L,400,150,R
418,L,400,150,B
430,L,400,150,R
455,L,400,150,B
467,L,400,150,B
480,L,400,150,R
500,L,400,150,B
7,R,400,150,B
23,R,400,150,R
36,R,400,150,B
47,R,400,150,R
60,R,400,150,B
77,R,400,150,B
90,R,400,150,B
101,R,400,150,R
115,R,400,150,B
134,R,400,150,R
158,R,400,150,B
172,R,400,150,B
190,R,400,150,B
209,R,400,150,B
231,R,400,150,R
247,R,400,150,B
264,R,400,150,R
291,R,400,150,B
305,R,400,150,B
317,R,400,150,B
332,R,400,150,R
351,R,400,150,B
379,R,400,150,R
393,R,400,150,B
412,R,400,150,R
422,R,400,150,R
441,R,400,150,B
453,R,400,150,B
470,R,400,150,B
492,R,400,150,B
501,R,400,150,B
513,R,400,150,B
537,R,400,150,R
552,R,400,150,B
570,R,400,150,R
582,R,400,150,B
