8,L,400,150,B
24,L,400,150,B
39,L,400,150,R
51,L,400,150,B
76,L,400,150,B
93,L,400,150,R
104,L,400,150,B
116,L,400,150,B
138,L,400,150,B
150,L,400,150,R
161,L,400,150,R
173,L,400,150,B
193,L,400,150,B
205,L,400,150,R
220,L,400,150,B
233,L,400,150,B
255,L,400,150,B
266,L,400,150,R
278,L,400,150,B
292,L,400,150,B
303,L,400,150,R
317,L,400,150,B
333,L,400,150,R
346,L,400,150,B
368,L,400,150,B
400,L,400,150,B
430,L,400,150,R
447,L,400,150,B
477,L,400,150,B
502,L,400,150,R
520,L,400,150,B
537,L,400,150,R
554,L,400,150,B
565,L,400,150,B
576,L,400,150,R
588,L,400,150,B
5,R,400,150,B
21,R,400,150,R
36,R,400,150,B
48,R,400,150,R
73,R,400,150,B
90,R,400,150,B
101,R,400,150,R
113,R,400,150,R
135,R,400,150,B
147,R,400,150,B
158,R,400,150,B
170,R,400,150,R
190,R,400,150,B
202,R,400,150,B
217,R,400,150,R
230,R,400,150,B
252,R,400,150,R
263,R,400,150,B
275,R,400,150,B
289,R,400,150,B
300,R,400,150,B
314,R,400,150,B
330,R,400,150,R
343,R,400,150,B
365,R,400,150,R
397,R,400,150,R
427,R,400,150,B
444,R,400,150,B
474,R,400,150,B
499,R,400,150,B
517,R,400,150,B
534,R,400,150,B
551,R,400,150,R
562,R,400,150,B
573,R,400,150,R
585,R,400,150,B
