7,L,400,150,R
18,L,400,150,B
30,L,400,150,B
43,L,400,150,B
58,L,400,150,B
69,L,400,150,R
87,L,400,150,B
99,L,400,150,B
110,L,400,150,B
129,L,400,150,R
147,L,400,150,B
160,L,400,150,B
178,L,400,150,B
197,L,400,150,R
209,L,400,150,B
223,L,400,150,R
245,L,400,150,B
260,L,400,150,R
275,L,400,150,B
294,L,400,150,B
306,L,400,150,R
319,L,400,150,B
330,L,400,150,B
360,L,400,150,R
389,L,400,150,B
401,L,400,150,B
428,L,400,150,R
460,L,400,150,B
482,L,400,150,B
503,L,400,150,R
519,L,400,150,B
530,L,400,150,R
546,L,400,150,B
559,L,400,150,B
573,L,400,150,R
586,L,400,150,B
1,R,400,150,B
23,R,400,150,B
36,R,400,150,R
47,R,400,150,R
60,R,400,150,B
77,R,400,150,B
90,R,400,150,R
101,R,400,150,B
115,R,400,150,B
134,R,400,150,B
158,R,400,150,B
172,R,400,150,R
190,R,400,150,B
209,R,400,150,B
231,R,400,150,R
247,R,400,150,B
264,R,400,150,R
291,R,400,150,B
305,R,400,150,B
317,R,400,150,B
332,R,400,150,R
351,R,400,150,B
379,R,400,150,R
393,R,400,150,B
412,R,400,150,R
422,R,400,150,B
441,R,400,150,B
453,R,400,150,B
470,R,400,150,B
492,R,400,150,R
501,R,400,150,B
513,R,400,150,B
537,R,400,150,R
552,R,400,150,B
570,R,400,150,R
582,R,400,150,B
