3,L,400,150,B
13,L,400,150,B
28,L,400,150,R
41,L,400,150,B
57,L,400,150,B
77,L,400,150,R
90,L,400,150,B
105,L,400,150,B
118,L,400,150,B
136,L,400,150,R
153,L,400,150,R
169,L,400,150,B
193,L,400,150,B
202,L,400,150,R
216,L,400,150,B
233,L,400,150,B
248,L,400,150,B
267,L,400,150,R
280,L,400,150,B
306,L,400,150,B
320,L,400,150,R
331,L,400,150,B
352,L,400,150,R
371,L,400,150,B
383,L,400,150,B
400,L,400,150,B
417,L,400,150,R
433,L,400,150,B
450,L,400,150,B
472,L,400,150,R
490,L,400,150,B
517,L,400,150,R
530,L,400,150,B
544,L,400,150,B
564,L,400,150,R
570,L,400,150,B
7,R,400,150,B
23,R,400,150,R
36,R,400,150,B
47,R,400,150,R
60,R,400,150,B
77,R,400,150,B
90,R,400,150,R
101,R,400,150,R
115,R,400,150,B
134,R,400,150,B
158,R,400,150,B
172,R,400,150,R
190,R,400,150,B
209,R,400,150,B
231,R,400,150,R
247,R,400,150,B
264,R,400,150,R
291,R,400,150,B
305,R,400,150,B
317,R,400,150,B
332,R,400,150,B
351,R,400,150,B
379,R,400,150,R
393,R,400,150,B
412,R,400,150,R
422,R,400,150,R
441,R,400,150,B
453,R,400,150,B
470,R,400,150,B
492,R,400,150,B
501,R,400,150,B
513,R,400,150,B
537,R,400,150,R
552,R,400,150,B
570,R,400,150,R
582,R,400,150,B
